journal,quartile,quartile_source
Journal of Antimicrobial Chemotherapy,Q1,SCImago 2025
Journal of Anxiety Disorders,Q1,SCImago 2025
Journal of Applied Biomaterials and Functional Materials,Q3,SCImago 2025
Journal of Applied Biomechanics,Q2,SCImago 2025
Journal of Applied Biomedicine,Q3,SCImago 2025
Journal of Applied Clinical Medical Physics,Q2,SCImago 2025
Journal of Applied Cosmetology,Q4,SCImago 2025
Journal of Applied Genetics,Q3,SCImago 2025
Journal of Applied Gerontology,Q2,SCImago 2025
Journal of Applied Hematology,Q4,SCImago 2025
Journal of Applied Laboratory Medicine,Q2,SCImago 2025
Journal of Applied Microbiology,Q2,SCImago 2025
Journal of Applied Oral Science,Q2,SCImago 2025
Journal of Applied Pharmaceutical Science,Q3,SCImago 2025
Journal of Applied Physiology,Q1,SCImago 2025
Journal of Applied Rehabilitation Counseling,Q3,SCImago 2025
Journal of Applied School Psychology,Q3,SCImago 2025
Journal of Army Medical University,Q4,SCImago 2025
Journal of Arrhythmia,Q2,SCImago 2025
Journal of Arrhythmology,Q4,SCImago 2025
Journal of Arthroplasty,Q1,SCImago 2025
Journal of Arthropod-Borne Diseases,Q3,SCImago 2025
Journal of Arthroscopy and Joint Surgery,Q4,SCImago 2025
Journal of Artificial Organs,Q3,SCImago 2025
Journal of Asian Natural Products Research,Q2,SCImago 2025
Journal of Assisted Reproduction and Genetics,Q1,SCImago 2025
Journal of Association of Physicians of India,Q4,SCImago 2025
Journal of Asthma,Q2,SCImago 2025
Journal of Asthma and Allergy,Q1,SCImago 2025
Journal of Atherosclerosis and Thrombosis,Q1,SCImago 2025
Journal of Athletic Training,Q1,SCImago 2025
Journal of Atrial Fibrillation,Q4,SCImago 2025
Journal of Audiology and Otology,Q2,SCImago 2025
Journal of Autoimmunity,Q1,SCImago 2025
Journal of Avian Medicine and Surgery,Q3,SCImago 2025
Journal of Ayub Medical College,Q4,SCImago 2025
Journal of Ayurveda and Holistic Medicine,Q4,SCImago 2025
Journal of Ayurveda and Integrative Medicine,Q2,SCImago 2025
Journal of B.U.ON.,Q4,SCImago 2025
Journal of Babol University of Medical Sciences,Q4,SCImago 2025
Journal of Back and Musculoskeletal Rehabilitation,Q2,SCImago 2025
Journal of Basic and Clinical Physiology and Pharmacology,Q3,SCImago 2025
Journal of Basic Microbiology,Q2,SCImago 2025
Journal of Behavior Therapy and Experimental Psychiatry,Q2,SCImago 2025
Journal of Behavioral Addictions,Q1,SCImago 2025
Journal of Behavioral and Cognitive Therapy,Q2,SCImago 2025
Journal of Behavioral Health Services and Research,Q2,SCImago 2025
Journal of Behavioral Medicine,Q2,SCImago 2025
Journal of Beijing University of Traditional Chinese Medicine,Q4,SCImago 2025
Journal of Binocular Vision and Ocular Motility,Q3,SCImago 2025
Journal of Biochemical and Molecular Toxicology,Q2,SCImago 2025
Journal of Biochemical Technology,Q3,SCImago 2025
Journal of Biochemistry,Q2,SCImago 2025
Journal of Bioethical Inquiry,Q2,SCImago 2025
Journal of Biological Research (Italy),Q4,SCImago 2025
Journal of Biological Rhythms,Q1,SCImago 2025
Journal of Biologically Active Products from Nature,Q3,SCImago 2025
Journal of Biomechanical Engineering,Q3,SCImago 2025
Journal of Biomechanics,Q1,SCImago 2025
Journal of Biomedical Informatics,Q1,SCImago 2025
Journal of Biomedical Nanotechnology,Q3,SCImago 2025
Journal of Biomedical Physics and Engineering,Q3,SCImago 2025
Journal of Biomedical Research,Q2,SCImago 2025
Journal of Biomedical Science,Q1,SCImago 2025
Journal of Biomedical Semantics,Q3,SCImago 2025
Journal of Biomolecular Structure and Dynamics,Q2,SCImago 2025
Journal of Biopharmaceutical Statistics,Q2,SCImago 2025
Journal of Biosafety and Biosecurity,Q2,SCImago 2025
Journal of Biosciences,Q3,SCImago 2025
Journal of Biosocial Science,Q3,SCImago 2025
Journal of Biostatistics and Epidemiology,Q4,SCImago 2025
Journal of Biotechnology,Q2,SCImago 2025
Journal of Blood Medicine,Q2,SCImago 2025
Journal of Bodywork and Movement Therapies,Q2,SCImago 2025
Journal of Bone and Joint Infection,Q2,SCImago 2025
Journal of Bone and Joint Surgery,Q1,SCImago 2025
Journal of Bone and Mineral Metabolism,Q2,SCImago 2025
Journal of Bone and Mineral Research,Q1,SCImago 2025
Journal of Bone Metabolism,Q1,SCImago 2025
Journal of Bone Oncology,Q2,SCImago 2025
Journal of Boron,Q4,SCImago 2025
Journal of Brachial Plexus and Peripheral Nerve Injury,Q3,SCImago 2025
Journal of Breast Cancer,Q2,SCImago 2025
Journal of Breast Imaging,Q2,SCImago 2025
Journal of Breath Research,Q3,SCImago 2025
Journal of Bronchology and Interventional Pulmonology,Q3,SCImago 2025
Journal of Burn Care and Research,Q2,SCImago 2025
"Journal of Cachexia, Sarcopenia and Muscle",Q1,SCImago 2025
Journal of Cancer,Q2,SCImago 2025
Journal of Cancer Education,Q2,SCImago 2025
Journal of Cancer Epidemiology,Q3,SCImago 2025
Journal of Cancer Metastasis and Treatment,Q3,SCImago 2025
Journal of Cancer Policy,Q2,SCImago 2025
Journal of Cancer Rehabilitation,Q4,SCImago 2025
Journal of Cancer Research and Clinical Oncology,Q1,SCImago 2025
Journal of Cancer Research and Therapeutics,Q3,SCImago 2025
Journal of Cancer Research Updates,Q4,SCImago 2025
Journal of Cancer Survivorship,Q2,SCImago 2025
Journal of Cannabis Research,Q1,SCImago 2025
Journal of Cardiac Critical Care,Q3,SCImago 2025
Journal of Cardiac Failure,Q1,SCImago 2025
Journal of Cardiac Surgery,Q2,SCImago 2025
Journal of Cardiology,Q1,SCImago 2025
Journal of Cardiology Cases,Q4,SCImago 2025
Journal of Cardiopulmonary Rehabilitation and Prevention,Q1,SCImago 2025
Journal of Cardiothoracic and Vascular Anesthesia,Q2,SCImago 2025
Journal of Cardiothoracic Surgery,Q2,SCImago 2025
Journal of Cardiovascular Aging,Q1,SCImago 2025
Journal of Cardiovascular and Thoracic Research,Q3,SCImago 2025
Journal of Cardiovascular Computed Tomography,Q1,SCImago 2025
Journal of Cardiovascular Development and Disease,Q2,SCImago 2025
Journal of Cardiovascular Echography,Q3,SCImago 2025
Journal of Cardiovascular Electrophysiology,Q1,SCImago 2025
Journal of Cardiovascular Imaging,Q2,SCImago 2025
Journal of Cardiovascular Magnetic Resonance,Q1,SCImago 2025
Journal of Cardiovascular Medicine,Q2,SCImago 2025
Journal of Cardiovascular Nursing,Q2,SCImago 2025
Journal of Cardiovascular Pharmacology,Q2,SCImago 2025
Journal of Cardiovascular Pharmacology and Therapeutics,Q2,SCImago 2025
Journal of Cardiovascular Surgery,Q2,SCImago 2025
Journal of Cardiovascular Translational Research,Q2,SCImago 2025
Journal of Caring Sciences,Q2,SCImago 2025
Journal of Cartilage and Joint Preservation,Q2,SCImago 2025
Journal of Cataract and Refractive Surgery,Q1,SCImago 2025
Journal of Cell Biology,Q1,SCImago 2025
Journal of Cellular and Molecular Anesthesia,Q4,SCImago 2025
Journal of Central Nervous System Disease,Q2,SCImago 2025
Journal of Central South University (Medical Sciences),Q3,SCImago 2025
Journal of Cerebral Blood Flow and Metabolism,Q1,SCImago 2025
Journal of Cerebrovascular and Endovascular Neurosurgery,Q3,SCImago 2025
Journal of Chemical Ecology,Q3,SCImago 2025
Journal of Chemical Health Risks,Q4,SCImago 2025
Journal of Chemical Physics,Q2,SCImago 2025
Journal of Chemotherapy,Q3,SCImago 2025
Journal of Chest Surgery,Q2,SCImago 2025
Journal of Child and Adolescent Mental Health,Q2,SCImago 2025
Journal of Child and Adolescent Psychiatric Nursing,Q2,SCImago 2025
Journal of Child and Adolescent Psychopharmacology,Q2,SCImago 2025
Journal of Child and Adolescent Substance Use,Q4,SCImago 2025
Journal of Child and Adolescent Trauma,Q1,SCImago 2025
Journal of Child Health Care,Q1,SCImago 2025
Journal of Child Neurology,Q2,SCImago 2025
Journal of Child Psychology and Psychiatry and Allied Disciplines,Q1,SCImago 2025
Journal of Child Psychotherapy,Q3,SCImago 2025
Journal of Child Science,Q3,SCImago 2025
"Journal of Child Sexual Abuse: Research, Treatment, and Program Innovations for Victims, Suvivors, and Offenders",Q2,SCImago 2025
Journal of Children's Orthopaedics,Q2,SCImago 2025
Journal of Chinese Medicine,Q4,SCImago 2025
Journal of Chinese Physician,Q4,SCImago 2025
Journal of Chiropractic Humanities,Q3,SCImago 2025
Journal of Christian Nursing,Q4,SCImago 2025
Journal of Chromatographic Science,Q3,SCImago 2025
Journal of Chromatography A,Q2,SCImago 2025
Journal of Chromatography B: Analytical Technologies in the Biomedical and Life Sciences,Q3,SCImago 2025
Journal of Circulating Biomarkers,Q2,SCImago 2025
Journal of Climate Change and Health,Q1,SCImago 2025
Journal of Clinical and Aesthetic Dermatology,Q2,SCImago 2025
Journal of Clinical and Experimental Hematopathology,Q3,SCImago 2025
Journal of Clinical and Experimental Hepatology,Q2,SCImago 2025
Journal of Clinical and Experimental Neuropsychology,Q3,SCImago 2025
Journal of Clinical and Translational Endocrinology,Q2,SCImago 2025
Journal of Clinical and Translational Endocrinology: Case Reports,Q4,SCImago 2025
Journal of Clinical and Translational Hepatology,Q1,SCImago 2025
Journal of Clinical and Translational Pathology,Q2,SCImago 2025
Journal of Clinical and Translational Science,Q1,SCImago 2025
Journal of Clinical Anesthesia,Q1,SCImago 2025
Journal of Clinical Apheresis,Q2,SCImago 2025
Journal of Clinical Biochemistry and Nutrition,Q2,SCImago 2025
Journal of Clinical Cardiology,Q4,SCImago 2025
Journal of Clinical Densitometry,Q2,SCImago 2025
Journal of Clinical Emergency,Q4,SCImago 2025
Journal of Clinical Endocrinology and Metabolism,Q1,SCImago 2025
Journal of Clinical Epidemiology,Q1,SCImago 2025
Journal of Clinical Ethics,Q3,SCImago 2025
Journal of Clinical Gastroenterology,Q2,SCImago 2025
Journal of Clinical Hematology,Q4,SCImago 2025
Journal of Clinical Hepatology,Q4,SCImago 2025
Journal of Clinical Hypertension,Q2,SCImago 2025
Journal of Clinical Imaging Science,Q3,SCImago 2025
Journal of Clinical Immunology,Q1,SCImago 2025
Journal of Clinical Investigation,Q1,SCImago 2025
Journal of Clinical Laboratory Analysis,Q2,SCImago 2025
Journal of Clinical Lipidology,Q1,SCImago 2025
Journal of Clinical Medicine,Q2,SCImago 2025
Journal of Clinical Medicine of Kazakhstan,Q4,SCImago 2025
Journal of Clinical Medicine Research,Q2,SCImago 2025
Journal of Clinical Microbiology,Q1,SCImago 2025
Journal of Clinical Monitoring and Computing,Q2,SCImago 2025
Journal of Clinical Neurology (Korea),Q2,SCImago 2025
Journal of Clinical Neuromuscular Disease,Q3,SCImago 2025
Journal of Clinical Neurophysiology,Q3,SCImago 2025
Journal of Clinical Neuroscience,Q2,SCImago 2025
Journal of Clinical Nursing,Q1,SCImago 2025
Journal of Clinical Obstetrics and Gynecology,Q4,SCImago 2025
Journal of Clinical Oncology,Q1,SCImago 2025
Journal of Clinical Ophthalmology and Research,Q4,SCImago 2025
Journal of Clinical Orthopaedics and Trauma,Q3,SCImago 2025
Journal of Clinical Otorhinolaryngology Head and Neck Surgery,Q4,SCImago 2025
Journal of Clinical Outcomes Management,Q4,SCImago 2025
Journal of Clinical Pathology,Q1,SCImago 2025
Journal of Clinical Pediatric Dentistry,Q2,SCImago 2025
Journal of Clinical Pediatric Surgery,Q4,SCImago 2025
Journal of Clinical Pharmacology,Q2,SCImago 2025
Journal of Clinical Pharmacy and Therapeutics,Q3,SCImago 2025
Journal of Clinical Practice,Q4,SCImago 2025
Journal of Clinical Psychiatry,Q1,SCImago 2025
Journal of Clinical Psychopharmacology,Q3,SCImago 2025
Journal of Clinical Rheumatology,Q2,SCImago 2025
Journal of Clinical Sleep Medicine,Q1,SCImago 2025
Journal of Clinical Tuberculosis and Other Mycobacterial Diseases,Q2,SCImago 2025
Journal of Clinical Ultrasound,Q3,SCImago 2025
Journal of Clinical Urology,Q3,SCImago 2025
Journal of Clinical Virology,Q1,SCImago 2025
Journal of Clinical Virology Plus,Q3,SCImago 2025
Journal of Cognition and Development,Q1,SCImago 2025
Journal of Cognitive Psychotherapy,Q3,SCImago 2025
Journal of College Student Mental Health,Q3,SCImago 2025
Journal of Coloproctology,Q4,SCImago 2025
Journal of Communicable Diseases,Q4,SCImago 2025
Journal of Communication in Healthcare,Q3,SCImago 2025
Journal of Community Genetics,Q2,SCImago 2025
Journal of Community Health,Q1,SCImago 2025
Journal of Community Health Nursing,Q3,SCImago 2025
Journal of Community Medicine and Primary Health Care,Q4,SCImago 2025
Journal of Comparative Effectiveness Research,Q2,SCImago 2025
Journal of Comparative Pathology,Q2,SCImago 2025
Journal of Complementary and Integrative Medicine,Q2,SCImago 2025
Journal of Comprehensive Pediatrics,Q3,SCImago 2025
Journal of Computer Assisted Tomography,Q3,SCImago 2025
Journal of Consulting and Clinical Psychology,Q1,SCImago 2025
Journal of Contemporary Brachytherapy,Q3,SCImago 2025
Journal of Contemporary Psychotherapy,Q2,SCImago 2025
Journal of Continuing Education in the Health Professions,Q2,SCImago 2025
Journal of Correctional Health Care,Q3,SCImago 2025
Journal of Cosmetic and Laser Therapy,Q3,SCImago 2025
Journal of Cosmetic Dermatology,Q1,SCImago 2025
Journal of Cosmetic Science,Q4,SCImago 2025
Journal of Counseling Psychology,Q1,SCImago 2025
Journal of Counselor Leadership and Advocacy,Q2,SCImago 2025
Journal of Cranio-Maxillofacial Surgery,Q2,SCImago 2025
Journal of Craniofacial Surgery,Q2,SCImago 2025
Journal of Craniomaxillofacial Research,Q4,SCImago 2025
Journal of Craniovertebral Junction and Spine,Q2,SCImago 2025
Journal of Creativity in Mental Health,Q3,SCImago 2025
Journal of Critical and Intensive Care,Q4,SCImago 2025
Journal of Critical Care,Q1,SCImago 2025
Journal of Critical Care Medicine,Q2,SCImago 2025
Journal of Critical Limb Ischemia,Q4,SCImago 2025
Journal of Crohn's and Colitis,Q1,SCImago 2025
Journal of Cross-Cultural Gerontology,Q3,SCImago 2025
Journal of Current Glaucoma Practice,Q3,SCImago 2025
Journal of Current Ophthalmology,Q3,SCImago 2025
Journal of Cutaneous and Aesthetic Surgery,Q3,SCImago 2025
Journal of Cutaneous Immunology and Allergy,Q3,SCImago 2025
Journal of Cutaneous Medicine and Surgery,Q1,SCImago 2025
Journal of Cutaneous Pathology,Q2,SCImago 2025
Journal of Cystic Fibrosis,Q1,SCImago 2025
Journal of Cytology,Q3,SCImago 2025
Journal of Dairy Research,Q3,SCImago 2025
Journal of Datta Meghe Institute of Medical Sciences University,Q4,SCImago 2025
Journal of Dental Education,Q2,SCImago 2025
Journal of Dermatological Science,Q1,SCImago 2025
Journal of Dermatological Treatment,Q1,SCImago 2025
Journal of Dermatology,Q1,SCImago 2025
Journal of Developmental and Behavioral Pediatrics,Q2,SCImago 2025
Journal of Developmental Origins of Health and Disease,Q2,SCImago 2025
Journal of Diabetes,Q1,SCImago 2025
Journal of Diabetes and its Complications,Q2,SCImago 2025
Journal of Diabetes and Metabolic Disorders,Q2,SCImago 2025
Journal of Diabetes Investigation,Q1,SCImago 2025
Journal of Diabetes Nursing,Q4,SCImago 2025
Journal of Diabetes Research,Q2,SCImago 2025
Journal of Diabetes Science and Technology,Q1,SCImago 2025
Journal of Diabetology,Q4,SCImago 2025
Journal of Diagnostic Medical Sonography,Q4,SCImago 2025
Journal of Dietary Supplements,Q3,SCImago 2025
Journal of Digestive Diseases,Q2,SCImago 2025
Journal of Disability and Religion,Q2,SCImago 2025
Journal of Disability Research,Q2,SCImago 2025
Journal of Doctoral Nursing Practice,Q4,SCImago 2025
Journal of Drug and Alcohol Research,Q4,SCImago 2025
Journal of Drug Education,Q4,SCImago 2025
Journal of Drug Issues,Q2,SCImago 2025
Journal of Drugs in Dermatology,Q2,SCImago 2025
Journal of Dual Diagnosis,Q3,SCImago 2025
